fruits,noodle,bread,sea_meat_proc,seafood,vegetables,milk_product,drink,seasoned,alcohol,meat,snack,y
-0.605984747,0.286550005,-0.857599529,-0.996551114,-0.045749466,-1.183940069,-1.043771706,-0.52017081,-1.046982052,-0.355357919,-0.291346641,-0.702595978,0
0.24403032,-0.099802892,-0.872840963,0.529443577,-0.866800025,0.418178056,0.014910833,-0.127257982,0.208486218,-0.515063459,-0.112855692,-0.005072255,0
-0.215942079,-1.177755863,-0.896738009,-0.235423866,-0.258321545,0.328120133,-0.333878242,-0.588383428,0.205761463,-0.478123863,-0.006599951,-0.785140379,0
-0.901569917,-0.214926671,-0.654451859,-1.248292536,-0.734296676,-0.721634547,-0.442109902,-0.276175605,-0.180608914,-0.415437216,-0.422869056,-0.804399356,0
0.604400645,0.092641123,1.240286645,-0.100426098,-0.648663604,-0.312007145,3.017806429,2.331370708,0.029231344,0.328481689,-0.17084042,1.245760742,0
-0.001379467,-0.755368852,-0.870435797,-0.143232775,-0.462469955,0.589015818,-0.345146968,-0.679789638,0.315773479,0.100736546,-0.240516158,-0.705398668,0
-0.914163314,1.870892341,-0.777836893,-0.77184343,-0.634188448,0.248752177,-0.527149869,-0.51063222,0.662668956,-0.477801675,-0.230773649,-0.379906051,0
1.150450988,-0.595474715,-0.443518771,0.837004155,0.808977615,0.088856503,-0.122479644,-0.701211321,-0.075228983,-0.086552946,-0.234133135,-1.02293303,0
1.150450988,-0.595474715,-0.443518771,0.837004155,0.808977615,0.088856503,-0.122479644,-0.701211321,-0.075228983,-0.086552946,-0.234133135,-1.02293303,0
1.761696107,-0.484881271,-1.104939515,0.33339619,2.311818899,0.970224047,-1.289509095,-0.83638952,1.164534921,-0.450345624,-0.179373514,-0.930219363,0
0.223516189,-0.734049634,-0.646755327,-0.520938748,-0.028911205,1.618278035,-0.752580795,-0.685699068,-0.435237347,-0.524869191,-0.432678755,-0.460284423,0
-0.387349039,1.419191405,1.26775708,-1.341100289,-1.090886569,-0.886401215,-1.248449872,-0.136122126,-1.050350975,-0.524869191,-0.382958363,0.735045432,0
0.164253145,-0.679419137,-0.525294427,0.528544277,0.494769307,1.452734832,-0.207361691,-0.423098795,0.855786026,-0.446913617,0.336643528,-0.764289752,0
0.018374881,-0.715395318,0.885335632,0.280337494,0.180561,-0.414126576,1.874814669,-0.631406185,0.147690105,-0.386608362,-0.101769389,-0.531510803,0
0.018374881,-0.715395318,0.885335632,0.280337494,0.180561,-0.414126576,1.874814669,-0.631406185,0.147690105,-0.386608362,-0.101769389,-0.531510803,0
-0.23691208,-0.903270929,-0.501844055,-1.033539711,-0.743795998,0.812093226,0.352859821,-0.480715733,-0.603320722,-0.518985752,-0.175342131,-0.488536227,0
-0.23691208,-0.903270929,-0.501844055,-1.033539711,-0.743795998,0.812093226,0.352859821,-0.480715733,-0.603320722,-0.518985752,-0.175342131,-0.488536227,0
0.564658586,-0.478219015,1.549161542,-0.528133147,-0.783985432,-0.177636287,-0.228286103,0.324813374,-0.110991402,-0.1542125,-0.329206588,-0.108529566,0
-0.060642511,-0.006531313,-0.217433135,-0.026323784,-0.011861142,-0.934405214,-0.011935582,0.493232114,-0.769019936,0.428248013,-0.277470504,0.279833264,0
-0.002595119,-0.665828135,-0.692333229,-0.305286624,-0.65951997,0.374268516,-0.501250975,-0.593068761,0.353324021,-0.106360526,-0.214715306,-0.734764627,0
-0.895643613,-0.292532432,-0.880271209,-1.059092677,-0.516490818,-0.856902959,-0.405156602,-0.493980292,-0.767572409,0.696974114,-0.314295269,-0.217480914,0
-0.895643613,-0.292532432,-0.880271209,-1.059092677,-0.516490818,-0.856902959,-0.405156602,-0.493980292,-0.767572409,0.696974114,-0.314295269,-0.217480914,0
-1.059756659,-1.059167711,-0.415859358,-1.222392698,-0.805906942,-0.740977335,-0.221179699,-0.548304833,-0.745178323,0.513557886,-0.123606047,-1.022137204,0
-1.367072212,0.455191974,1.330814267,-1.174221501,-1.090886569,-1.58927307,-0.634278051,4.943353677,-1.278815828,-0.494599321,-0.55683367,1.368384101,0
0.617116149,0.430512661,0.752381472,-0.76446917,-0.285497258,1.042714119,-0.613385518,0.03947235,0.387128023,0.415010274,-0.178336873,0.999566449,0
-1.264897967,1.271289329,0.562442051,0.579804373,-0.809560526,-1.096065741,0.062681659,-0.092909423,-0.653388111,0.248803107,-0.374895596,0.908137471,0
-0.650613717,0.779614859,0.492090935,2.484521637,-0.911860906,-0.410949841,2.066687577,2.276033119,-0.227815309,0.419422854,-0.414201582,1.407120041,0
-1.119019703,-0.003866411,-0.754386521,-0.223270469,-0.254215612,-0.416950341,-0.716653975,-0.098449513,-0.374441233,0.201735591,0.271469501,-0.474211369,0
-1.119019703,-0.003866411,-0.754386521,-0.223270469,-0.254215612,-0.416950341,-0.716653975,-0.098449513,-0.374441233,0.201735591,0.271469501,-0.474211369,0
0.544448369,1.304067627,0.492812485,1.376224396,-0.333863764,0.241975142,0.411606094,-0.136122126,0.099768461,-0.521339128,0.012117185,-0.106301254,0
-0.642636,-0.975223289,-0.905912,-1.61628607,-0.663417128,-0.738153571,-1.192783041,-0.630298167,-0.499609703,-0.505748013,-0.365321062,-1.035268325,0
-0.638077304,-0.083813479,-0.432695523,-0.686409936,-0.404012595,-0.618143573,-0.875758464,-0.345906873,-0.568750383,0.812632729,-0.138387785,0.165234396,0
-0.523426106,-0.327400774,-0.449572919,-0.949087739,-0.749954897,-0.238686078,-0.906828113,-0.629740992,-0.45489646,0.104104115,-0.141536104,-0.786431891,0
-0.919006928,1.223321088,-0.39000382,2.472381087,1.203564792,-0.306117578,0.79819447,1.037268965,-0.113375564,0.144372056,0.060493783,1.238206085,0
-0.616539118,0.685532222,0.88162331,0.469229581,-1.030734794,-0.59882227,0.545453668,0.161629617,-0.609073807,-0.431032594,-0.475943091,0.125304718,0
-0.94692894,0.343903338,-0.768817519,-0.323992062,-0.908207321,-1.264432708,0.004646027,-0.361049786,-0.921606263,-0.429263299,-0.420248657,-0.649690885,0
1.039522725,-0.851305334,-0.550548673,1.31902892,6.435498467,2.90662066,0.056759656,-0.581545374,3.945659139,-0.183629698,15.42611063,-0.782195825,0
0.045727056,-0.516860098,-0.907715875,0.243466197,0.459451319,1.107882573,-0.393707395,-0.756242883,1.371360919,-0.337089413,-0.094378519,-0.620245342,0
0.045727056,-0.516860098,-0.907715875,0.243466197,0.459451319,1.107882573,-0.393707395,-0.756242883,1.371360919,-0.337089413,-0.094378519,-0.620245342,0
4.569711576,6.020259396,0.607229684,5.636979018,0.598948673,4.897798307,3.424653696,0.63885734,3.044752683,0.841685714,1.191469528,1.948019875,0
1.63785154,-0.347638804,0.603029233,0.245264797,1.240100641,-0.035036171,0.383654239,1.031728875,1.546000738,-0.071844347,0.277180627,-0.102958787,0
1.132216205,-1.277689698,-0.997909613,-0.607271542,1.023321266,-0.552491044,-1.212128252,-0.651719848,-0.51153051,-0.442501038,0.139777651,-0.975979327,0
-0.341762081,-0.173354195,-0.514471178,-1.002244074,1.077881468,-0.084593241,-0.804062744,-0.727360546,-0.24068978,-0.433087534,-0.044322179,-0.941917997,0
0.57149663,-0.619458836,-0.867729985,0.554623975,0.899099378,2.106789321,-0.154063662,-0.682744353,0.165571314,-0.142935908,0.094088642,-0.885255224,0
2.612272752,-0.973890839,-0.779039476,1.03305154,0.838206295,0.759853579,-0.747843193,-0.034184468,0.089278151,-0.417006133,0.357472341,0.294158122,0
2.612272752,-0.973890839,-0.779039476,1.03305154,0.838206295,0.759853579,-0.747843193,-0.034184468,0.089278151,-0.417006133,0.357472341,0.294158122,0
0.028631947,0.995471943,0.044729996,0.237171098,-0.338248065,-0.808041746,0.731868033,0.478827879,-0.599744479,0.431189733,-0.143091066,0.600153015,0
0.634938479,-0.371622925,-0.534313801,-0.801520328,-0.093457872,-0.603671779,-0.906158081,-0.453015282,-0.136621137,-0.433675878,-0.18038136,-0.382293527,0
-0.497669475,-0.419591166,-0.637134662,-0.479930671,-0.608613354,-0.425562823,-0.425054533,-0.085596504,-0.546816097,-0.343659254,0.057268676,-0.156438259,0
0.040028686,0.699667791,-0.094769652,-0.399533257,0.560533837,-0.53801925,-0.24052491,-0.692347176,0.508890549,-0.399846101,-0.188444126,0.1934862,0
0.048771613,-0.981790371,-0.797937212,-0.019245008,-0.438669458,0.212839941,-0.640615453,-0.771570465,0.070341098,-0.490556131,0.17331492,-0.249566892,0
1.283412946,1.243307856,2.559331405,2.058253467,2.971899917,0.706202051,0.783981662,1.853878252,0.494585581,-0.083611226,0.13305868,0.763695149,0
-0.461807736,0.939508996,0.714568822,0.784844758,1.452008569,1.609806741,0.420765459,-0.068163687,1.414871864,-0.511141165,-0.198858533,1.042234063,0
0.961265115,-1.449575895,-0.608272666,-0.569500944,0.560533837,-0.212227404,-0.977616921,-0.512478916,-0.455502718,-0.497903426,-0.191467663,0.128626424,0
0.27594119,0.407860992,-0.498236305,-0.636948439,0.575148177,0.125918414,-0.627823926,-0.326701227,0.837904816,-0.41602556,-0.132004762,-0.794133207,0
-0.54558191,-0.71149314,-0.192934798,-0.440656958,-0.606664774,-0.344228316,0.611160685,-0.16656624,-0.430230608,-0.430881245,-0.205255954,-0.829939669,0
-0.766254835,-0.186470149,-0.801914699,0.151828837,1.859056765,-0.424485495,-0.116723571,-0.397036285,-0.525049396,-0.292800187,-0.135787836,-0.797587551,0
-0.242230558,1.275286683,0.043527413,0.507860378,-0.618356247,0.773972403,0.089133274,0.296743583,0.833136494,0.316462662,0.335971631,0.170009349,0
-0.242230558,1.275286683,0.043527413,0.507860378,-0.618356247,0.773972403,0.089133274,0.296743583,0.833136494,0.316462662,0.335971631,0.170009349,0
-0.627820238,0.052096538,-0.877050004,0.550127475,-0.477084294,-0.50731081,-0.766398803,-0.307864921,-0.653388111,-0.471918236,-0.147122449,-0.314250449,0
0.181538199,-0.432915677,-0.248700297,1.640978297,2.898828217,1.789821738,-0.337250964,-0.571203872,2.323237339,-0.518005178,1.981447849,0.090426802,0
-0.396271057,0.079126261,0.796292938,0.231595438,0.149314149,0.265109842,-0.268206045,0.410341813,1.233505303,0.510490093,0.020659878,0.346546176,0
-0.545763716,0.243969502,0.540795554,1.068124238,-0.648802788,-0.930875508,0.181121725,0.919819054,-0.749946645,0.054649603,-0.358770064,0.361405374,0
-0.344801212,-0.824656312,-0.92094429,-0.715187534,-0.440548445,0.231809589,-0.558339087,-0.363635161,-0.132448855,-0.409161547,-0.081948421,-0.673565649,0
-0.081916425,0.132043606,0.67969391,1.942243776,-0.235947687,-0.77415657,1.059947016,1.005136443,-0.957368683,-0.511631452,-0.073406592,0.398411258,0
-0.51216811,4.827543484,1.035684671,1.268746324,-0.515685214,0.585578192,1.513126173,0.857111657,0.025709153,-0.013308387,0.005252149,1.107976167,0
-0.51216811,4.827543484,1.035684671,1.268746324,-0.515685214,0.585578192,1.513126173,0.857111657,0.025709153,-0.013308387,0.005252149,1.107976167,0
-0.737914392,0.372927599,-0.532771357,-0.574583944,-0.515685214,-0.443008778,-0.818306449,-0.656986949,-0.745230153,0.02452895,-0.226011943,-0.873335142,0
0.324947169,1.467159646,-0.344906951,0.274941695,-0.378437501,1.713227122,0.288902186,-0.654674563,1.789185196,-0.443971898,0.169341128,0.191894549,0
1.302597458,-0.444574624,-1.057136834,-0.106811128,0.033199739,-0.319883431,-1.274111886,-0.745347372,0.060668215,-0.133252747,-0.067082696,-0.51957342,0
-0.838659916,-0.478219015,-0.461557519,-0.743965132,-0.486827188,-0.426127576,-0.485695847,-0.475914321,-0.89776465,-0.101261545,0.019508054,-0.293161074,0
-0.838659916,-0.478219015,-0.461557519,-0.743965132,-0.486827188,-0.426127576,-0.485695847,-0.475914321,-0.89776465,-0.101261545,0.019508054,-0.293161074,0
-0.60502676,-0.299670563,-0.206008595,0.083390809,-0.778505055,-1.280316385,1.26484833,-0.132798072,-0.782132823,-0.452797057,-0.231781495,0.918881115,0
-0.797965416,0.777844602,-0.305762869,-0.494017562,-0.698073991,0.139805285,-0.189519541,0.175832435,-0.201708742,-0.026583887,-0.075090271,-0.679397912,0
-0.87171046,-1.426924225,-0.884265503,-0.949904817,-0.751103167,-1.18077868,-1.20818025,-0.747748078,-0.90014881,-0.404258681,-0.367840676,-1.109280093,0
0.018374881,-0.715395318,0.885335632,0.280337494,0.180561,-0.414126576,1.874814669,-0.631406185,0.147690105,-0.386608362,-0.101769389,-0.531510803,0
0.588325815,-0.147771133,0.732727828,0.578185634,0.149870886,-0.269691014,0.624798213,-0.35763709,0.315058231,-0.287766578,-0.237123078,1.792458733,0
-0.401405017,-0.967228583,-0.703276736,-1.04882781,0.548355221,0.247340294,-0.978011721,-0.26871495,-0.240928196,-0.471918236,-0.221703037,-0.753546108,0
-1.052918615,0.04410183,0.416328195,0.212889999,-0.886285811,-0.869458627,-0.594660707,0.502096258,-0.478152251,0.445898332,-0.298299317,-0.13399598,0
-0.228657584,0.023715328,0.56789233,0.856416186,-0.005093311,-0.265644459,0.218328826,0.673696593,-0.145485108,-0.063880691,-0.07202354,-0.413023759,0
-0.911905163,-0.688008619,-0.754025746,-0.816937457,-0.358037435,-0.915025595,-1.015172149,-0.770924389,-0.767800213,-0.160722655,-0.265696723,-0.963986583,0
-0.511631447,0.523513233,0.195032509,-0.494782838,-0.835878723,-0.680505697,0.176364048,0.497138347,-0.716851253,0.13357744,-0.298026003,0.228859968,0
-0.539609476,3.165920638,5.644850584,1.35171205,0.776826067,-0.506766227,3.416644889,2.207747552,-0.887274339,-0.26229969,0.140603125,2.29349908,0
-0.150866698,0.935511642,0.085617824,-0.63065334,-0.036218375,-0.670383219,0.754766446,-0.462618105,-0.438813588,0.012484953,-0.069854272,-0.046455179,0
-0.150866698,0.935511642,0.085617824,-0.63065334,-0.036218375,-0.670383219,0.754766446,-0.462618105,-0.438813588,0.012484953,-0.069854272,-0.046455179,0
-0.600847955,-0.15709829,-0.408643859,-0.029021683,-0.413755488,-0.955583449,0.079658069,-0.059299543,-0.532391921,-0.483685115,-0.057088225,-0.063565427,0
-0.924363396,-0.889679927,-0.971933817,-0.937494478,-0.748911016,-0.816936605,-0.791744977,-0.629854959,-0.79286155,-0.410730464,-0.283786337,-0.358418763,0
-0.887286004,0.53444385,0.753051483,1.396368715,1.101264412,-0.123984758,0.114400488,4.467323441,-0.316029278,-0.285609317,0.724328207,0.451731565,0
0.373953148,0.437441407,-0.196989221,-0.119491257,0.19517534,0.238586624,-0.233655386,-0.019115422,0.016799646,-0.488391866,0.022598781,0.948008327,0
